group_id,par_cand_idx,par_correct,par_score,par_margin,par_prob,par_start,par_end,yog_cand_idx,yog_correct,yog_score,yog_margin,yog_prob,yog_start,yog_end,kp_cand_idx,kp_correct,kp_score,kp_margin,kp_prob,kp_start,kp_end,death_jd,path_a,has_overlap
39815300,1,0,0.05050439804325968,0.01861787675389418,0.05041488421011168,2441583.0874434295,2441667.7531543667,1,0,0.8867454054056545,0.045664183474244835,0.04259281420303449,2441608.573288522,2441703.2677329667,2,0,0.03625241723577323,0.008302755513822504,0.05065124823272756,2441667.7531543667,2441730.672117041,2441834.0,0,True
39815400,4,0,0.013268919551229646,0.011368860452964135,0.031200732794469627,2422114.8193641836,2422165.167170857,34,0,0.8220451740811887,0.03470114658372425,0.0324695039120579,2422419.6389422365,2422470.368108903,3,0,0.041276629135082454,0.01730758076748943,0.03278036295390972,2422082.8125442257,2422114.8193641836,2422378.0,0,False
39815500,6,0,0.09264280355264107,0.03031532839582856,0.11811541495368993,2427891.372197052,2428004.3714158023,2,0,0.9170821332080048,0.04539989114199816,0.05357194499528774,2427627.283160884,2427753.5424201433,6,0,0.051856465256206206,0.004374719587958542,0.11446121104809642,2427891.372197052,2428004.3714158023,2428139.0,0,True
39815600,3,0,0.06372921471546003,0.009938660062840284,0.06277409244470857,2427673.9018146605,2427785.8695403547,30,0,0.8593379682814266,0.04150936998722543,0.04397093562004284,2428099.5657883827,2428153.6768994937,2,0,0.041159280263352596,0.005797131101497689,0.06280923670857724,2427597.596693132,2427673.9018146605,2427974.0,0,False
39815700,1,0,0.06936848715229557,0.03470790540752802,0.08788011369332545,2444416.308382934,2444498.717914184,3,1,0.889490020971729,0.027078872505084783,0.0405594245287378,2444507.154805364,2444586.066842401,2,1,0.037960422001295804,0.0011721500588638759,0.08551158746809646,2444498.717914184,2444567.826257934,2444513.0,1,True
39815800,6,0,0.04623959628602382,0.0003440382545287987,0.10306786620069258,2427838.0164008136,2427955.200775814,10,0,0.9028375598797955,0.018610248669848617,0.0895558940651049,2428095.7161643393,2428203.9383865613,6,0,0.04705382863089972,0.002412142516438086,0.10420779776847998,2427838.0164008136,2427955.200775814,2427998.0,0,True
39815900,6,0,0.08529177069550434,0.003709293905286515,0.08896756797749639,2392931.1814021263,2393013.3626521262,35,0,0.8200106549373594,0.03159528721657501,0.03744736505268427,2393407.832943908,2393488.9996105745,6,0,0.047416263077873694,0.004971096813997988,0.08813579061206073,2392931.1814021263,2393013.3626521262,2393264.0,0,True
39816000,6,0,-0.012133128958703242,0.001557287002344072,0.029607353762859594,2385564.521470929,2385597.3330959296,3,0,0.8270069231712606,0.0014002857483977893,0.06443281375669725,2385574.9352644016,2385630.1736903274,13,1,0.03210567644381517,0.025677489847198177,0.031678195351352294,2385757.371145842,2385784.8931983593,2385768.0,0,True
39816100,9,0,0.07284715329556976,0.012477154075203452,0.09580898013683915,2448365.36142793,2448461.8111015414,8,0,0.8379504617555189,0.0073956229666573,0.04541393663452357,2448135.6208927934,2448191.986633534,7,0,0.0389952695590335,0.008955225824252226,0.09384765869228254,2448195.2010069233,2448296.6868185555,2447931.0,0,False
39816200,19,0,0.05349394114137375,0.002472923546124807,0.05307326251225795,2459788.433091139,2459865.2201397507,2,1,0.88793167941003,0.020916981155628123,0.061556267984003876,2459261.793555814,2459370.015778036,1,0,0.039873361247247885,0.01065977816448931,0.0531702630886383,2459206.735053378,2459265.2329691774,2459314.0,0,True
39816300,11,0,0.06651878475833561,0.011727338933718426,0.08773060231581477,2443012.0568131246,2443092.3441742356,14,0,0.8202181561811772,0.0005453781378825795,0.04361034825630933,2442655.707042424,2442700.799635017,9,0,0.04381784979660102,0.0008576444890260743,0.08621617212869444,2442866.159729791,2442934.948479791,2443012.0,0,False
39816400,9,0,0.10555384815456963,0.010420579711270125,0.09808389557715076,2433067.957378673,2433187.234331798,16,0,0.8866783129996876,0.06510641653065019,0.07176705306188423,2433143.35751342,2433253.8343652715,9,0,0.03971153174810296,2.5118157990361434e-06,0.09365402051943858,2433067.957378673,2433187.234331798,2432540.0,0,True
39816500,9,0,0.04286697232073391,0.005523616373171843,0.06905964433936312,2433928.039209494,2434005.252383105,3,0,0.8943736302221235,0.0023254035437920706,0.05285657478223127,2433664.3837242476,2433759.078168692,10,1,0.03794314004724403,0.0016606896372037966,0.06903790827801111,2434005.252383105,2434067.3772229487,2434049.0,0,False
39816600,9,0,0.0410521990213079,0.0006423491556187891,0.08577342729369969,2440856.004072415,2440942.3011488034,3,1,0.8167493883748005,0.0045523085064951285,0.048839949210625684,2440443.8837280315,2440488.9763206244,8,0,0.04348263494854727,0.006788562381817957,0.08552377024953282,2440794.5583692896,2440856.0040724142,2440472.0,0,False
39816700,12,1,0.08251400350126478,0.03508858644312514,0.08248931674433595,2407610.975397829,2407695.216251996,2,0,0.8851389437590221,0.05814751043554778,0.07551712467726697,2407076.2046827907,2407155.1167198275,12,1,0.04985280048275105,0.005848601462068767,0.0803957522300991,2407610.975397829,2407695.216251996,2407693.0,1,True
39816800,11,0,0.07975804038382031,0.03161707141948336,0.08248159142440015,2414193.540336314,2414281.596446557,12,0,0.935702684300824,0.04468768054946648,0.09005286715690675,2414257.954515312,2414366.176737534,6,0,0.055718187936786456,0.015003860228504404,0.08064886519363308,2413924.6639161753,2413971.5376661755,2413856.0,0,True
39816900,2,0,0.03225598554985547,0.0008615962023147405,0.0736514348153227,2443108.088148616,2443174.672293581,2,0,0.9027927552387358,0.09719776894438048,0.020943136051611973,2443100.2139197127,2443179.1259567495,12,0,0.060247960973964364,0.005403406126007114,0.0747190113305737,2443567.0300579043,2443642.8993313415,2443503.0,0,True
39817000,9,0,0.06857696907603203,0.020863616216147275,0.07564588383699691,2440387.1912965067,2440475.730602062,24,0,0.7461602743197522,0.008471820306013678,0.025182180940743846,2440279.7389971945,2440311.3038120093,9,0,0.042516233739061514,0.0027922967328340292,0.07404440504573642,2440387.1912965067,2440475.730602062,2440544.0,0,True
